,news_headline,news_article,news_category
870,Microplastics found in the placentas of unborn babies for the first time,"Microplastic particles have been revealed in the placentas of unborn babies for the first time. A team of Italian researchers found microplastics on both the foetal and maternal sides of placenta of healthy women and in the membrane within which the foetus develops. ""The mothers were shocked,"" said Antonio Ragusa, who is the lead author of the study.",science
871,Singapore citizen world's 1st to cross int'l border with digital COVID-19 travel pass,A Singaporean citizen who returned to the country from Japan has become the world's first person to use a digital COVID-19 health certificate for immigration purposes. He used the International Chamber of Commerce's AOKpass app to officially present a negative COVID-19 PCR digital test result. The app allows users to store COVID-19 related information and have medical professionals certify them.,technology
872,US President's official Twitter account to be reset to zero for Biden,"Twitter has informed President-elect Joe Biden's team that he won't inherit Donald Trump's 33 million followers on the official President of the United States Twitter account, @POTUS, when he assumes the presidency. The White House Twitter account (@WhiteHouse) with 26 million followers will also be reset to zero. In 2017, Twitter transferred followers of Obama administration accounts to Trump.",technology
873,"Twitter asks people to 'roast 2020', users respond","As the year draws to an end, Twitter on Tuesday asked users to roast 2020. A user responded, ""We should've muted 2020 in March."" Another user wrote, ""2020 is also known as Spain but the S is silent."" Meanwhile, another tweet read, ""2020 is the person who won’t stop talking to me after I put my headphones in.""",technology
874,Musk reveals he tried selling Tesla to Apple but Tim Cook refused a meeting,"Tesla CEO Elon Musk revealed that he once approached Apple CEO Tim Cook to discuss the possibility of the iPhone maker acquiring Tesla for a tenth of its current value, indicating a valuation of about $60 billion. ""He refused to take the meeting,"" he added. Musk said he had contacted Cook during the ""darkest days"" of development of Model 3.",technology
875,Formula One in talks with Amazon to stream its races: Report,"Formula One is in ""active"" talks with Amazon over deals to stream its Grand Prix races, The Financial Times reported on Wednesday. ""They're an incredibly important potential partner and an opportunity for us to expand and grow our business,"" F1 CEO Chase Carey told the newspaper. Amazon recently also won rights to live stream New Zealand-based cricket matches in India.",technology
876,NITI Aayog launches Indian digital storage platform DigiBoxx,"NITI Aayog CEO Amitabh Kant on Wednesday launched DigiBoxx, India's first digital asset management and storage platform. The product is offered by a tech startup founded and promoted by Arnab Mitra, Ashish Jalan and Vivek Suchanti. DigiBoxx offers free 20GB cloud storage and 100GB space per month for ₹30 to individuals and freelancers. Kant also registered as its first user.",technology
877,Facebook offered to help create rivals to avoid antitrust lawsuits: Report,"Facebook offered to license its code to others, helping them create rival social networks in order to avoid antitrust lawsuits in the US, The Washington Post reported. This would have underscored Facebook's ""commitment to competition"". However, the antitrust investigators decided the code and other proposed concessions weren't enough to address competitive issues.",technology
878,Google denies antitrust claims in response to US lawsuit,"In its first formal response, Google has denied claims made by the US Department of Justice in the antitrust lawsuit which accused Google of abusing its search dominance. ""People use Google Search because they choose to, not because they are forced to,"" Google said. It added that iPhone and Android users could switch to search platforms like Bing and DuckDuckGo.",technology
879,CD Projekt sells over 1.3 cr copies of Cyberpunk 2077 in 10 days,"Poland-based CD Projekt has sold over 1.3 crore copies of its Cyberpunk 2077 game since the game's release on December 10 through December 20, the company said. It added that it has also taken into account digital and physical refunds demanded by gamers. Sony had earlier removed the game from its PlayStation Store following complaints of bugs and compatibility issues.",technology
880,"World Trade Organization to review India's digital tax, farm policies ","The World Trade Organization (WTO) will review India's new e-commerce policy, farm laws and digital tax initiative among other trade policies next month. The Goods and Services Tax (GST) and changes in intellectual property rights (IPR) may too be reviewed, as per reports. India's last policy review at WTO was held in 2015.",technology
881,Apple's self-driving car poses a real challenge: Volkswagen CEO,"On reports of Apple launching its self-driving car by 2024, Volkswagen CEO Herbert Diess said, it poses ""a real challenge—dimensions greater than those within our industry"" such as Toyota. ""The incredible evaluation and thus the virtually unlimited access to resources inspire us a great deal of respect,"" Diess said. ""We are looking forward to new competitors,"" he further added.",technology
882,Aramco teams up with Google to offer cloud services in Saudi Arabia,A subsidiary of Saudi Aramco has teamed up with Google Cloud to offer cloud services to customers in Saudi Arabia. Google Cloud will establish and operate a new cloud region in Saudi Arabia. A new company will also be formed after the required regulatory clearances to supply cloud solutions and services to customers.,technology
883,Apple shares rise on report of self-driving car launch by 2024,"Apple's shares jumped nearly 5% on Tuesday, following a Reuters report of the company aiming to launch its self-driving passenger car by 2024. Shares of Velodyne Lidar, a supplier of lidar systems for Apple's fleet of self-driving test vehicles, rose 14%. Apple's automotive unit, known as Project Titan, was established in 2014 with a former Tesla executive at its helm.",technology
884,Intel investigating if it has been affected by SolarWinds cyberattack,"US chipmaker Intel on Tuesday said it is investigating if the company has been a victim of the SolarWinds cyberattack that affected US government agencies and several companies. ""We currently see no evidence or indication that our systems were affected,"" Intel said in a statement. Nvidia also said it is looking into whether its systems were illicitly accessed.",technology
885,Chandigarh man sues Facebook Director over disabled account ,"Aditya Pratap Singh Nain, a Chandigarh resident, has filed a civil suit against Facebook Director after his Facebook account was ""arbitrarily"" disabled. Nain submitted that on November 4, he was asked to send a photo of his ID proof before logging into his account. The account was later allegedly disabled and no reason was provided to Nain. ",technology
886,Was told my heavy accent was a 'disability' at Google: Ex-employee,"A former diversity recruiter at Google has claimed that she was told that her way of speaking, with a heavy Baltimore accent, was a ""disability"". She added that she ""experienced active abuse and retaliation from several managers"" due to her ""adamant advocacy"" for black and brown students for roles at Google. She was later allegedly fired from Google.",technology
